symbol,quarter,promoter,public
SHREDIGCEM,2021-06-30,56.65,43.35
SHYAMMETL,2021-06-30,88.35,11.65
SHYAMTEL,2021-06-30,66.16,33.84
SMSPHARMA,2021-06-30,67.29,32.71
SOBHA,2021-06-30,51.99,48.01
SOLARA,2021-06-30,41.07,58.93
STEELXIND,2021-06-30,49.78,50.22
SUDARCOLOR,2021-06-30,51.0,49.0
TALBROAUTO,2021-06-30,58.2,41.8
TALWALKARS,2021-06-30,32.9,67.1
TARAPUR,2021-06-30,44.63,55.37
TECHIN,2021-06-30,33.93,66.07
TIINDIA,2021-06-30,46.66,53.34
TRF,2021-06-30,34.12,65.88
UPL,2021-06-30,28.12,71.88
VALECHAENG,2021-06-30,18.09,81.91
VBL,2021-06-30,65.82,34.18
WEBELSOLAR,2021-06-30,25.04,74.96
WELINV,2021-06-30,74.58,25.42
WEWIN,2021-06-30,68.26,31.74
WILLAMAGOR,2021-06-30,62.01,37.99
WSI,2021-06-30,37.69,62.31
ZYDUSWELL,2021-06-30,64.82,35.18
20MICRONS,2021-09-30,44.83,55.17
21STCENMGM,2021-09-30,62.28,37.71
360ONE,2021-09-30,22.78,77.22
3MINDIA,2021-09-30,75.0,25.0
3PLAND,2021-09-30,73.3,26.7
5PAISA,2021-09-30,29.96,70.04
63MOONS,2021-09-30,45.63,54.37
A2ZINFRA,2021-09-30,28.14,71.86
AAATECH,2021-09-30,71.51,28.49
AAKASH,2021-09-30,73.33,26.67
AAREYDRUGS,2021-09-30,49.38,50.62
AARON,2021-09-30,74.97,25.03
AARTIDRUGS,2021-09-30,60.12,39.88
AARTIIND,2021-09-30,44.21,55.79
AARTISURF,2021-09-30,47.28,52.72
AARVI,2021-09-30,73.47,26.52
AAVAS,2021-09-30,39.22,60.78
ABAN,2021-09-30,46.0,54.0
ABB,2021-09-30,75.0,25.0
ABCAPITAL,2021-09-30,70.69,29.32
ABFRL,2021-09-30,56.13,43.34
ABHISHEK,2021-09-30,57.63,42.37
ABINFRA,2021-09-30,59.19,40.8
ABMINTLLTD,2021-09-30,74.7,25.3
ABREL,2021-09-30,50.21,49.79
ACC,2021-09-30,54.53,45.47
ACCELYA,2021-09-30,74.66,25.34
ACCURACY,2021-09-30,63.4,36.59
ACE,2021-09-30,66.76,33.24
ACEINTEG,2021-09-30,73.52,26.47
ACUTAAS,2021-09-30,41.05,58.94
ADANIENSOL,2021-09-30,74.92,25.08
ADANIENT,2021-09-30,74.92,25.08
ADANIGREEN,2021-09-30,60.14,39.86
ADANIPORTS,2021-09-30,63.83,36.17
ADANIPOWER,2021-09-30,74.97,25.03
ADFFOODS,2021-09-30,31.42,68.58
ADL,2021-09-30,72.96,27.04
ADOR,2021-09-30,56.9,43.1
ADROITINFO,2021-09-30,52.17,47.83
ADSL,2021-09-30,49.99,50.01
ADVANIHOTR,2021-09-30,50.17,49.83
ADVENZYMES,2021-09-30,52.55,47.45
AEGISLOG,2021-09-30,58.07,41.93
AFFLE,2021-09-30,59.89,40.11
AGARIND,2021-09-30,60.11,39.89
AGI,2021-09-30,60.23,39.76
AGRITECH,2021-09-30,45.47,54.53
AGROPHOS,2021-09-30,54.27,45.73
AHLADA,2021-09-30,50.36,49.64
AHLEAST,2021-09-30,65.63,34.37
AHLUCONT,2021-09-30,55.32,44.68
AHLWEST,2021-09-30,70.42,29.57
AIAENG,2021-09-30,58.47,41.53
AIFL,2021-09-30,14.76,85.24
AIRAN,2021-09-30,74.95,25.05
AIROLAM,2021-09-30,52.23,47.78
AJANTPHARM,2021-09-30,70.34,29.66
AJMERA,2021-09-30,69.74,30.27
AJOONI,2021-09-30,52.62,47.39
AJRINFRA,2021-09-30,20.6,79.41
AKASH,2021-09-30,74.59,25.41
AKG,2021-09-30,67.76,32.24
AKSHARCHEM,2021-09-30,62.7,37.3
AKSHOPTFBR,2021-09-30,27.95,72.05
ALANKIT,2021-09-30,63.77,36.23
ALBERTDAVD,2021-09-30,61.35,38.65
ALEMBICLTD,2021-09-30,70.88,29.12
ALICON,2021-09-30,55.71,44.29
ALIVUS,2021-09-30,82.84,17.16
ALKALI,2021-09-30,69.64,30.36
ALKEM,2021-09-30,58.84,41.16
ALKYLAMINE,2021-09-30,72.03,27.97
ALLCARGO,2021-09-30,69.95,30.05
ALLDIGI,2021-09-30,73.39,26.61
ALMONDZ,2021-09-30,58.31,41.69
ALOKINDS,2021-09-30,75.0,25.0
ALPA,2021-09-30,56.66,43.34
ALPHAGEO,2021-09-30,46.09,53.91
ALPSINDUS,2021-09-30,27.06,72.94
AMBER,2021-09-30,40.27,59.73
AMBICAAGAR,2021-09-30,48.35,51.65
AMBIKCO,2021-09-30,50.17,49.83
AMBUJACEM,2021-09-30,63.26,36.74
AMDIND,2021-09-30,66.64,33.36
AMJLAND,2021-09-30,65.9,34.1
AMRUTANJAN,2021-09-30,50.02,49.88
ANANTRAJ,2021-09-30,65.04,34.96
ANDHRAPAP,2021-09-30,72.2,27.8
ANDHRSUGAR,2021-09-30,46.92,53.08
ANGELONE,2021-09-30,43.77,56.23
ANIKINDS,2021-09-30,41.04,58.96
ANMOL,2021-09-30,57.08,42.92
ANSALAPI,2021-09-30,48.77,51.23
ANTELOPUS,2021-09-30,30.09,69.91
ANTGRAPHIC,2021-09-30,30.78,69.22
ANUP,2021-09-30,43.04,56.96
ANURAS,2021-09-30,65.4,34.6
APARINDS,2021-09-30,60.46,39.54
APCL,2021-09-30,75.0,25.0
APCOTEXIND,2021-09-30,58.2,41.8
APEX,2021-09-30,72.62,27.38
APLAPOLLO,2021-09-30,36.84,63.16
APLLTD,2021-09-30,69.48,30.52
APOLLO,2021-09-30,59.1,40.9
APOLLOHOSP,2021-09-30,29.82,70.18
APOLLOPIPE,2021-09-30,52.03,47.2
APOLLOTYRE,2021-09-30,37.34,62.66
APOLSINHOT,2021-09-30,64.68,35.32
APTECHT,2021-09-30,48.37,51.62
APTUS,2021-09-30,62.51,37.49
ARCHIDPLY,2021-09-30,69.89,30.11
ARCHIES,2021-09-30,62.35,37.65
ARCOTECH,2021-09-30,39.96,60.04
ARENTERP,2021-09-30,65.43,34.57
ARIES,2021-09-30,52.66,47.34
ARIHANTCAP,2021-09-30,74.57,25.43
ARIHANTSUP,2021-09-30,74.31,25.69
ARMANFIN,2021-09-30,27.45,72.55
AROGRANITE,2021-09-30,41.06,58.94
ARROWGREEN,2021-09-30,70.35,29.65
ARSHIYA,2021-09-30,47.44,52.56
ARSSINFRA,2021-09-30,46.7,53.3
ARTEMISMED,2021-09-30,69.82,30.18
ARTNIRMAN,2021-09-30,73.75,26.26
ARVEE,2021-09-30,73.5,26.5
ARVIND,2021-09-30,42.59,57.41
ARVINDFASN,2021-09-30,36.96,63.04
ARVSMART,2021-09-30,56.88,43.12
ASAHIINDIA,2021-09-30,54.24,45.76
ASAHISONG,2021-09-30,66.64,33.36
ASAL,2021-09-30,75.0,25.0
ASHAPURMIN,2021-09-30,44.58,55.42
ASHIANA,2021-09-30,61.22,38.78
ASHIMASYN,2021-09-30,73.49,26.51
ASHOKA,2021-09-30,54.48,45.52
ASHOKLEY,2021-09-30,51.54,48.46
ASIANHOTNR,2021-09-30,57.91,42.09
ASIANPAINT,2021-09-30,52.79,47.18
ASIANTILES,2021-09-30,26.12,73.88
ASIL,2021-09-30,50.96,49.04
ASPINWALL,2021-09-30,64.46,35.54
ASTEC,2021-09-30,65.2,34.8
ASTERDM,2021-09-30,37.88,61.64
ASTRAL,2021-09-30,55.73,44.27
ASTRAMICRO,2021-09-30,8.71,91.29
ASTRAZEN,2021-09-30,75.0,25.0
ATALREAL,2021-09-30,69.52,30.48
ATCOM,2021-09-30,14.1,85.9
ATGL,2021-09-30,74.8,25.2
ATLANTAA,2021-09-30,62.49,37.51
ATLASCYCLE,2021-09-30,42.12,57.88
ATNINTER,2021-09-30,0.17,99.83
ATUL,2021-09-30,44.94,55.06
ATULAUTO,2021-09-30,52.7,47.3
AUBANK,2021-09-30,28.39,71.61
AUROPHARMA,2021-09-30,51.83,48.17
AURUM,2021-09-30,35.04,64.96
AURUS,2021-09-30,36.37,63.63
AUSOMENT,2021-09-30,73.7,26.3
AUTOAXLES,2021-09-30,71.04,28.96
AUTOIND,2021-09-30,31.64,68.36
AVADHSUGAR,2021-09-30,60.39,39.61
AVANTIFEED,2021-09-30,43.68,56.32
AVG,2021-09-30,61.22,38.77
AVROIND,2021-09-30,69.64,30.36
AVTNPL,2021-09-30,75.0,25.0
AWHCL,2021-09-30,46.23,53.77
AXISBANK,2021-09-30,11.64,88.36
AXISCADES,2021-09-30,67.95,32.05
AYMSYNTEX,2021-09-30,74.24,25.76
BAFNAPH,2021-09-30,90.4,9.6
BAGFILMS,2021-09-30,46.86,53.14
BAJAJ-AUTO,2021-09-30,53.7,46.3
BAJAJCON,2021-09-30,38.04,61.96
BAJAJELEC,2021-09-30,63.05,36.95
BAJAJFINSV,2021-09-30,60.8,39.07
BAJAJHIND,2021-09-30,24.95,74.91
BAJAJHLDNG,2021-09-30,50.07,49.93
BAJFINANCE,2021-09-30,56.03,43.79
BALAJITELE,2021-09-30,34.34,65.66
BALAMINES,2021-09-30,53.7,46.3
BALAXI,2021-09-30,72.86,27.13
BALKRISHNA,2021-09-30,58.71,41.29
BALKRISIND,2021-09-30,58.3,41.7
BALLARPUR,2021-09-30,0.1,99.9
BALMLAWRIE,2021-09-30,0.0,100.0
BALPHARMA,2021-09-30,46.87,53.13
BALRAMCHIN,2021-09-30,41.4,58.6
BANARBEADS,2021-09-30,57.8,42.2
BANARISUG,2021-09-30,58.69,41.3
BANCOINDIA,2021-09-30,67.88,32.12
BANDHANBNK,2021-09-30,39.99,60.01
BANG,2021-09-30,72.98,27.02
BANKA,2021-09-30,58.74,41.26
BANKBARODA,2021-09-30,63.97,36.03
BANKINDIA,2021-09-30,81.41,18.59
BANSWRAS,2021-09-30,58.79,41.21
BASF,2021-09-30,73.33,26.67
BASML,2021-09-30,55.55,44.45
BATAINDIA,2021-09-30,52.96,47.04
BBL,2021-09-30,33.45,66.55
BBOX,2021-09-30,70.57,29.43
BBTC,2021-09-30,74.05,25.95
BBTCL,2021-09-30,71.43,28.57
BCG,2021-09-30,4.19,95.81
BCLIND,2021-09-30,61.36,38.64
BCONCEPTS,2021-09-30,59.68,40.32
BDL,2021-09-30,74.93,25.07
BEARDSELL,2021-09-30,60.77,39.23
BECTORFOOD,2021-09-30,51.09,48.91
BEDMUTHA,2021-09-30,57.05,42.95
BEL,2021-09-30,51.14,48.86
BEML,2021-09-30,54.03,45.97
BEPL,2021-09-30,56.45,43.55
BERGEPAINT,2021-09-30,74.99,25.01
BETA,2021-09-30,66.68,33.31
BFINVEST,2021-09-30,74.13,25.87
BFUTILITIE,2021-09-30,56.74,43.26
BGLOBAL,2021-09-30,48.46,51.54
BGRENERGY,2021-09-30,75.0,25.0
BHAGCHEM,2021-09-30,24.91,75.1
BHAGERIA,2021-09-30,71.07,28.93
BHAGYANGR,2021-09-30,73.95,26.05
BHANDARI,2021-09-30,24.95,75.05
BHARATFORG,2021-09-30,45.25,54.75
BHARATGEAR,2021-09-30,55.32,44.68
BHARATRAS,2021-09-30,75.05,24.94
BHARATWIRE,2021-09-30,37.6,62.4
BHARTIARTL,2021-09-30,55.86,44.1
BHEL,2021-09-30,63.17,36.83
BIGBLOC,2021-09-30,71.24,28.76
BIL,2021-09-30,57.36,42.64
BILVYAPAR,2021-09-30,52.62,47.38
BIOCON,2021-09-30,60.64,38.64
BIOFILCHEM,2021-09-30,46.82,53.18
BIRLACABLE,2021-09-30,66.35,33.64
BIRLACORPN,2021-09-30,62.9,37.1
BIRLAMONEY,2021-09-30,73.7,26.3
BIRLANU,2021-09-30,40.83,59.17
BLBLIMITED,2021-09-30,70.45,29.55
BLISSGVS,2021-09-30,33.19,66.81
BLKASHYAP,2021-09-30,61.52,38.48
BLS,2021-09-30,74.59,25.25
BLUECHIP,2021-09-30,11.25,88.75
BLUECOAST,2021-09-30,61.39,38.61
BLUEDART,2021-09-30,75.0,25.0
BLUESTARCO,2021-09-30,38.76,61.24
BODALCHEM,2021-09-30,58.94,41.06
BOMDYEING,2021-09-30,53.66,46.34
BOROLTD,2021-09-30,70.46,29.54
BORORENEW,2021-09-30,61.74,38.26
BOSCH-HCIL,2021-09-30,74.25,25.76
BOSCHLTD,2021-09-30,70.54,29.46
BPCL,2021-09-30,52.98,46.71
BPL,2021-09-30,63.24,36.76
BRIGADE,2021-09-30,43.96,56.04
BRITANNIA,2021-09-30,50.55,49.45
BRNL,2021-09-30,53.76,46.24
BROOKS,2021-09-30,66.41,33.59
BSE,2021-09-30,0.0,72.89
BSHSL,2021-09-30,73.13,26.87
BSL,2021-09-30,56.44,43.56
BSOFT,2021-09-30,40.66,59.12
BTML,2021-09-30,68.8,31.2
BURNPUR,2021-09-30,27.57,72.43
BUTTERFLY,2021-09-30,64.78,35.22
BVCL,2021-09-30,56.38,43.62
BYKE,2021-09-30,46.86,53.14
CALSOFT,2021-09-30,35.73,64.27
CAMLINFINE,2021-09-30,21.71,78.29
CAMS,2021-09-30,30.96,69.04
CANBK,2021-09-30,62.93,37.07
CANDC,2021-09-30,32.36,67.64
CANFINHOME,2021-09-30,29.99,70.01
CANTABIL,2021-09-30,74.7,25.3
CAPACITE,2021-09-30,38.64,61.36
CAPLIPOINT,2021-09-30,69.03,30.97
CAPTRUST,2021-09-30,66.95,32.17
CARBORUNIV,2021-09-30,41.96,58.04
CARERATING,2021-09-30,0.0,100.0
CARTRADE,2021-09-30,0.0,100.0
CARYSIL,2021-09-30,44.04,55.96
CASTROLIND,2021-09-30,51.0,49.0
CCAVENUE,2021-09-30,31.07,68.51
CCCL,2021-09-30,15.51,84.49
CCHHL,2021-09-30,73.8,26.2
CCL,2021-09-30,46.19,53.81
CDSL,2021-09-30,20.0,80.0
CEATLTD,2021-09-30,46.82,53.18
CELEBRITY,2021-09-30,41.82,58.18
CEMPRO,2021-09-30,46.64,53.36
CENTENKA,2021-09-30,24.8,75.2
CENTEXT,2021-09-30,52.04,47.96
CENTRALBK,2021-09-30,93.08,6.92
CENTRUM,2021-09-30,38.16,57.29
CENTUM,2021-09-30,58.8,41.2
CENTURYPLY,2021-09-30,73.04,26.96
CERA,2021-09-30,54.48,45.52
CESC,2021-09-30,52.11,47.89
CGCL,2021-09-30,74.84,25.16
CGPOWER,2021-09-30,52.7,47.3
CHALET,2021-09-30,71.65,28.35
CHAMBLFERT,2021-09-30,60.39,39.52
CHEMBOND,2021-09-30,66.0,34.0
CHEMCON,2021-09-30,74.47,25.53
CHEMFAB,2021-09-30,73.7,26.3
CHEMPLASTS,2021-09-30,54.99,45.01
CHENNPETRO,2021-09-30,67.29,32.71
CHOLAFIN,2021-09-30,51.57,48.43
CHOLAHLDNG,2021-09-30,48.62,51.38
CIEINDIA,2021-09-30,72.19,27.81
CINELINE,2021-09-30,65.39,34.61
CINEVISTA,2021-09-30,67.61,32.39
CIPLA,2021-09-30,36.12,63.88
CLEAN,2021-09-30,78.51,21.49
CLEDUCATE,2021-09-30,50.83,49.17
CLSEL,2021-09-30,73.87,26.13
CNL,2021-09-30,66.65,33.35
COALINDIA,2021-09-30,66.13,33.87
COCHINSHIP,2021-09-30,72.86,27.14
COFFEEDAY,2021-09-30,14.88,85.12
COFORGE,2021-09-30,50.18,49.82
COHANCE,2021-09-30,60.0,40.0
COLPAL,2021-09-30,51.0,49.0
COMPINFO,2021-09-30,58.33,41.67
COMPUSOFT,2021-09-30,74.02,25.98
CONCOR,2021-09-30,54.8,45.2
CONFIPET,2021-09-30,57.96,42.04
CONSOFINVT,2021-09-30,71.53,28.47
CONTROLPR,2021-09-30,51.78,48.22
CORALFINAC,2021-09-30,75.0,25.0
CORDSCABLE,2021-09-30,51.64,48.36
COROMANDEL,2021-09-30,57.54,42.46
COSMOFIRST,2021-09-30,44.09,54.35
COUNCODOS,2021-09-30,53.86,46.14
CPCAP,2021-09-30,63.68,36.32
CRAFTSMAN,2021-09-30,59.76,40.24
CREATIVEYE,2021-09-30,56.26,43.74
CREDITACC,2021-09-30,73.91,26.09
CREST,2021-09-30,66.41,33.59
CRESTO,2021-09-30,43.33,56.66
CRISIL,2021-09-30,66.92,33.08
CROMPTON,2021-09-30,5.99,94.01
CROWN,2021-09-30,73.49,26.52
CSBBANK,2021-09-30,49.72,47.39
CTE,2021-09-30,46.91,50.3
CUB,2021-09-30,0.0,100.0
CUBEXTUB,2021-09-30,44.42,55.58
CUMMINSIND,2021-09-30,51.0,49.0
CUPID,2021-09-30,45.06,54.94
CYBERMEDIA,2021-09-30,61.79,38.21
CYBERTECH,2021-09-30,36.73,63.27
CYIENT,2021-09-30,23.43,76.57
DABUR,2021-09-30,67.36,32.64
DALBHARAT,2021-09-30,55.97,44.03
DALMIASUG,2021-09-30,74.91,25.09
DAMODARIND,2021-09-30,70.63,29.37
DANGEE,2021-09-30,64.45,35.55
DATAMATICS,2021-09-30,74.29,25.71
DBCORP,2021-09-30,71.81,28.19
DBL,2021-09-30,70.15,29.85
DBREALTY,2021-09-30,62.93,37.07
DBSTOCKBRO,2021-09-30,30.01,69.99
DCAL,2021-09-30,59.32,40.68
DCBBANK,2021-09-30,14.87,85.13
DCI,2021-09-30,60.0,40.0
DCM,2021-09-30,48.54,51.46
DCMFINSERV,2021-09-30,39.5,60.5
DCMNVL,2021-09-30,50.15,49.85
DCMSHRIRAM,2021-09-30,66.53,32.46
DCW,2021-09-30,46.76,53.24
DECCANCE,2021-09-30,56.24,43.76
DEEPAKFERT,2021-09-30,53.06,46.94
DEEPAKNTR,2021-09-30,45.69,54.31
DEEPINDS,2021-09-30,63.99,36.01
DELPHIFX,2021-09-30,89.73,10.27
DELTACORP,2021-09-30,33.28,66.72
DELTAMAGNT,2021-09-30,71.23,28.77
DEN,2021-09-30,74.9,25.0
DENORA,2021-09-30,53.68,46.32
DEVIT,2021-09-30,69.07,30.92
DEVYANI,2021-09-30,62.91,37.09
DGCONTENT,2021-09-30,69.78,29.93
DHAMPURSUG,2021-09-30,49.08,50.92
DHANBANK,2021-09-30,0.0,100.0
DHANUKA,2021-09-30,70.0,30.0
DHARSUGAR,2021-09-30,61.55,38.44
DHUNINV,2021-09-30,74.95,25.05
DIAMONDYD,2021-09-30,71.49,28.51
DICIND,2021-09-30,71.75,28.25
DIGISPICE,2021-09-30,73.97,26.03
DIGJAMLMTD,2021-09-30,0.0,100.0
DISHTV,2021-09-30,5.93,94.07
DIVISLAB,2021-09-30,51.95,48.05
DIXON,2021-09-30,34.93,65.07
DLF,2021-09-30,74.95,25.05
DLINKINDIA,2021-09-30,51.02,48.98
DMART,2021-09-30,74.99,25.01
DMCC,2021-09-30,53.36,46.64
DNAMEDIA,2021-09-30,62.17,37.83
DODLA,2021-09-30,62.54,37.46
DOLLAR,2021-09-30,72.91,27.09
DONEAR,2021-09-30,74.56,25.44
DPABHUSHAN,2021-09-30,74.73,25.27
DPSCLTD,2021-09-30,59.49,40.51
DPWIRES,2021-09-30,70.37,29.62
DRCSYSTEMS,2021-09-30,28.55,71.45
DREDGECORP,2021-09-30,73.47,26.53
DRREDDY,2021-09-30,26.72,72.99
DSKULKARNI,2021-09-30,46.84,53.16
DSSL,2021-09-30,51.27,48.73
DTIL,2021-09-30,68.9,31.1
DUCON,2021-09-30,65.34,34.66
DVL,2021-09-30,75.0,25.0
DWARKESH,2021-09-30,42.09,57.91
DYNAMATECH,2021-09-30,44.84,55.16
DYNPRO,2021-09-30,29.75,70.25
E2E,2021-09-30,59.71,39.58
EASEMYTRIP,2021-09-30,74.9,25.1
EASTSILK,2021-09-30,51.28,48.72
ECLERX,2021-09-30,53.81,44.18
EDELWEISS,2021-09-30,32.82,62.4
EICHERMOT,2021-09-30,49.22,50.78
EIDPARRY,2021-09-30,44.68,55.32
EIFFL,2021-09-30,73.5,26.5
EIHAHOTELS,2021-09-30,75.0,25.0
EIHOTEL,2021-09-30,35.74,64.26
EIMCOELECO,2021-09-30,74.06,25.94
EKC,2021-09-30,67.39,32.61
ELECON,2021-09-30,59.21,40.79
ELECTCAST,2021-09-30,55.29,44.71
ELECTHERM,2021-09-30,31.31,68.69
ELGIEQUIP,2021-09-30,31.91,67.98
ELGIRUBCO,2021-09-30,65.03,34.97
EMAMILTD,2021-09-30,53.86,46.14
EMAMIPAP,2021-09-30,74.97,25.03
EMAMIREAL,2021-09-30,63.46,36.54
EMBDL,2021-09-30,6.15,93.16
EMKAY,2021-09-30,74.51,25.49
EMMBI,2021-09-30,58.3,41.7
ENDURANCE,2021-09-30,75.0,25.0
ENERGYDEV,2021-09-30,58.14,41.86
ENGINERSIN,2021-09-30,51.32,48.68
ENIL,2021-09-30,71.15,28.85
EPIGRAL,2021-09-30,72.62,27.38
EPL,2021-09-30,51.91,48.09
EQUIPPP,2021-09-30,97.0,3.0
EQUITASBNK,2021-09-30,81.55,18.45
ERIS,2021-09-30,52.68,47.32
EROSMEDIA,2021-09-30,49.0,51.0
ESABINDIA,2021-09-30,73.72,26.28
ESCORTS,2021-09-30,36.59,61.35
ESSARSHPNG,2021-09-30,74.37,25.63
ESSENTIA,2021-09-30,63.55,36.45
ESTER,2021-09-30,64.04,35.96
ETERNAL,2021-09-30,0.0,96.43
EUROMULTI,2021-09-30,47.01,52.99
EUROTEXIND,2021-09-30,70.99,29.01
EVEREADY,2021-09-30,4.84,95.16
EVERESTIND,2021-09-30,50.72,49.28
EXCELINDUS,2021-09-30,52.49,47.51
EXIDEIND,2021-09-30,45.99,54.01
EXPLEOSOL,2021-09-30,56.17,43.83
EXXARO,2021-09-30,42.07,57.93
FACT,2021-09-30,90.0,10.0
FAIRCHEMOR,2021-09-30,74.06,25.94
FCL,2021-09-30,64.82,35.18
FCSSOFT,2021-09-30,19.65,80.34
FDC,2021-09-30,69.35,30.65
FEDERALBNK,2021-09-30,0.0,100.0
FIEMIND,2021-09-30,66.56,33.44
FILATEX,2021-09-30,65.18,34.82
FINCABLES,2021-09-30,35.92,64.08
FINPIPE,2021-09-30,52.47,47.19
FLEXITUFF,2021-09-30,32.88,67.12
FLUOROCHEM,2021-09-30,67.65,32.35
FMGOETZE,2021-09-30,74.98,25.02
FMNL,2021-09-30,71.57,28.43
FOCUS,2021-09-30,73.36,26.64
FORTIS,2021-09-30,31.17,68.83
FOSECOIND,2021-09-30,74.98,25.02
FSL,2021-09-30,53.66,43.89
GABRIEL,2021-09-30,55.0,45.0
GAEL,2021-09-30,63.84,36.16
GAIL,2021-09-30,51.85,48.15
GALAXYSURF,2021-09-30,70.93,29.07
GALLANTT,2021-09-30,67.24,32.76
GAMMONIND,2021-09-30,11.54,88.46
GANDHITUBE,2021-09-30,72.99,27.01
GANECOS,2021-09-30,42.24,57.76
GANESHBE,2021-09-30,43.14,56.86
GANESHHOU,2021-09-30,56.54,43.46
GANGAFORGE,2021-09-30,67.63,32.37
GANGESSECU,2021-09-30,64.02,35.98
GANGOTRI,2021-09-30,24.53,75.46
GARFIBRES,2021-09-30,52.62,47.38
GATECH,2021-09-30,18.68,81.32
GATECHDVR,2021-09-30,35.2,64.8
GAYAHWS,2021-09-30,61.15,38.85
GAYAPROJ,2021-09-30,41.27,58.73
GBGLOBAL,2021-09-30,99.95,0.05
GEECEE,2021-09-30,67.71,32.29
GEEKAYWIRE,2021-09-30,59.07,40.92
GENESYS,2021-09-30,48.01,51.99
GENUSPAPER,2021-09-30,50.5,49.5
GENUSPOWER,2021-09-30,50.45,49.55
GEOJITFSL,2021-09-30,62.11,37.89
GESHIP,2021-09-30,29.21,70.79
GFLLIMITED,2021-09-30,68.72,31.28
GFSTEELS,2021-09-30,70.12,29.88
GHCL,2021-09-30,19.08,80.93
GICHSGFIN,2021-09-30,42.41,57.59
GICL,2021-09-30,74.17,25.82
GICRE,2021-09-30,85.78,14.22
GILLANDERS,2021-09-30,69.08,30.92
GILLETTE,2021-09-30,75.0,25.0
GINNIFILA,2021-09-30,69.72,30.27
GIPCL,2021-09-30,55.69,44.31
GKWLIMITED,2021-09-30,60.02,39.98
GLAND,2021-09-30,58.02,41.97
GLAXO,2021-09-30,75.0,25.0
GLENMARK,2021-09-30,46.65,53.35
GLFL,2021-09-30,45.67,54.33
GLOBAL,2021-09-30,74.95,25.05
GLOBALVECT,2021-09-30,75.0,25.0
GLOBE,2021-09-30,73.37,26.64
GLOBUSSPR,2021-09-30,50.91,49.09
GMBREW,2021-09-30,74.43,25.57
GMDCLTD,2021-09-30,74.0,26.0
GMMPFAUDLR,2021-09-30,54.95,45.05
GMRAIRPORT,2021-09-30,60.5,39.5
GNA,2021-09-30,67.52,32.47
GNFC,2021-09-30,41.18,58.82
GOACARBON,2021-09-30,59.72,40.28
GOCLCORP,2021-09-30,73.83,26.17
GODFRYPHLP,2021-09-30,72.83,27.17
GODREJAGRO,2021-09-30,71.64,28.36
GODREJCP,2021-09-30,63.22,36.78
GODREJIND,2021-09-30,67.18,32.82
GODREJPROP,2021-09-30,58.43,41.57
GOKEX,2021-09-30,32.72,67.28
GOKUL,2021-09-30,72.09,27.91
GOKULAGRO,2021-09-30,69.82,30.18
GOLDIAM,2021-09-30,66.27,33.73
GOLDTECH,2021-09-30,18.82,81.18
GOODLUCK,2021-09-30,61.55,38.45
GPIL,2021-09-30,67.5,32.5
GPPL,2021-09-30,44.01,55.99
GPTINFRA,2021-09-30,75.0,25.0
GRANULES,2021-09-30,42.04,57.96
GRAPHITE,2021-09-30,65.34,34.66
GRASIM,2021-09-30,42.26,57.49
GRAVITA,2021-09-30,73.0,25.0
GREAVESCOT,2021-09-30,55.63,44.37
GREENLAM,2021-09-30,53.9,46.1
GREENPANEL,2021-09-30,53.1,46.9
GREENPLY,2021-09-30,52.25,47.75
GREENPOWER,2021-09-30,48.73,51.27
GRINDWELL,2021-09-30,58.08,41.92
GRINFRA,2021-09-30,86.54,13.46
GROBTEA,2021-09-30,74.93,25.07
GRPLTD,2021-09-30,41.71,58.29
GRSE,2021-09-30,74.5,25.5
GSFC,2021-09-30,37.84,62.16
GSS,2021-09-30,19.63,78.3
GTECJAINX,2021-09-30,60.14,39.85
GTL,2021-09-30,32.41,67.59
GTLINFRA,2021-09-30,3.33,96.67
GTPL,2021-09-30,75.0,25.0
GUFICBIO,2021-09-30,75.48,24.52
GUJALKALI,2021-09-30,46.28,53.72
GUJAPOLLO,2021-09-30,56.36,43.64
GUJENERGY,2021-09-30,60.89,39.11
GUJRAFFIA,2021-09-30,39.28,60.72
GULFOILLUB,2021-09-30,71.82,28.17
GULFPETRO,2021-09-30,72.85,27.15
GULPOLY,2021-09-30,68.2,31.63
GVKPIL,2021-09-30,54.25,45.75
GVPIL,2021-09-30,68.58,31.42
HAL,2021-09-30,75.15,24.85
HALEOSLABS,2021-09-30,67.74,32.26
HAPPSTMNDS,2021-09-30,53.25,43.58
HARRMALAYA,2021-09-30,54.12,45.88
HATHWAY,2021-09-30,75.0,25.0
HATSUN,2021-09-30,74.12,25.88
HAVELLS,2021-09-30,59.47,40.52
HAVISHA,2021-09-30,34.2,65.8
HBLENGINE,2021-09-30,58.6,41.4
HBSL,2021-09-30,53.22,46.78
HCC,2021-09-30,34.71,65.29
HCG,2021-09-30,68.41,31.6
HCL-INSYS,2021-09-30,62.89,37.11
HCLTECH,2021-09-30,60.33,39.67
HDFCAMC,2021-09-30,68.85,31.15
HDFCBANK,2021-09-30,25.83,74.17
HDFCLIFE,2021-09-30,53.81,46.16
HEADSUP,2021-09-30,33.17,66.83
HEALTHX,2021-09-30,74.43,25.57
HECPROJECT,2021-09-30,73.41,26.59
HEG,2021-09-30,55.13,44.87
HEIDELBERG,2021-09-30,69.39,30.61
HEMIPROP,2021-09-30,51.12,48.88
HERANBA,2021-09-30,74.61,25.39
